vehicle_id,license_plate,vehicle_type,make,model,year,capacity_liters,fuel_type,driver_id,driver_name,driver_nationality,driver_phone,driver_email,driver_license,status,depot_assigned,gps_enabled,insurance_expiry,last_maintenance,mileage,fuel_efficiency,max_speed,weight_capacity,dimensions,safety_features,created_at,updated_at
ALD6794,B3120,2-Axle Base Oil Carrier,Volvo,Read,2019,31226.51402108239,CNG,DRV4771,Deepak Saxena,Pakistani,+966521238484,drv4771@aldrees.com,bGBK-702244,Inactive,Jeddah Depot,True,2024-12-23,2025-10-03,408743,14.733893929372126,113,43250.00471269096,"{'length': 14.629432918471938, 'width': 3.4877639997887044, 'height': 4.460564059907432}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.550004,2025-10-04T21:14:32.550005
ALD2654,A4434,Flat Bed,Volvo,Water,2023,29534.068703824974,CNG,DRV6737,Saad Iqbal,Pakistani,+966540452815,drv6737@aldrees.com,nokG-915061,Repair,Riyadh Depot,False,2025-11-15,2025-10-03,325203,10.616709379218964,92,32624.731801985683,"{'length': 17.133926383900416, 'width': 3.1995214918545236, 'height': 3.7481788713417457}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.550235,2025-10-04T21:14:32.550235
ALD2432,B5757,2-Axle Base Oil Carrier,Mercedes,Both,2023,23779.198883914556,CNG,DRV8336,Khalid Kashmiri,Pakistani,+966582604823,drv8336@aldrees.com,LOlo-916186,Inactive,Haditha Depot,True,2025-04-14,2025-10-03,391384,9.574937248890564,81,29378.349093119832,"{'length': 10.91023362190392, 'width': 3.043232523597013, 'height': 3.824627026892622}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.550462,2025-10-04T21:14:32.550463
ALD7741,B8184,Cement Bulker,Volvo,Stock,2018,28390.791591423993,CNG,DRV6371,Naveen Malhotra,Pakistani,+966513973822,drv6371@aldrees.com,WBZT-576637,Active,Riyadh Depot,True,2026-04-11,2025-10-03,207552,13.3425486277518,104,21369.32162335241,"{'length': 14.795071914135239, 'width': 3.0878765669898276, 'height': 3.6640918970609544}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.550689,2025-10-04T21:14:32.550690
ALD9633,C9739,Grains Dumper,Mercedes,Clearly,2021,30783.535027835747,Gasoline,DRV2744,Muhammad Gillani,Indian,+966578453338,drv2744@aldrees.com,styG-909920,Retired,Dammam Depot,True,2024-12-05,2025-10-03,84386,12.968793869138597,107,25906.945625568806,"{'length': 14.344239986233895, 'width': 2.761023782957047, 'height': 3.2024225477402077}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.550925,2025-10-04T21:14:32.550926
ALD4093,E6778,3-Axle Base Oil Tanker,Iveco,Draw,2020,34995.96813259159,Electric,DRV4835,Babar Baloch,Indian,+966509742009,drv4835@aldrees.com,wCck-733701,Maintenance,Jeddah Depot,True,2024-12-13,2025-10-03,314107,8.087985557351377,92,36697.11853795127,"{'length': 11.907243624496804, 'width': 2.8637534736808803, 'height': 4.104168013476811}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.551151,2025-10-04T21:14:32.551151
ALD7395,E3505,Grains Dumper,MAN,Though,2024,23416.91619479592,CNG,DRV2588,Waqar Awan,Pakistani,+966504793070,drv2588@aldrees.com,tojc-757784,Active,Dammam Depot,True,2025-12-27,2025-10-03,211129,8.77931209931916,117,34760.71429329418,"{'length': 10.228054207186407, 'width': 3.32199246635091, 'height': 3.835695735504914}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.551372,2025-10-04T21:14:32.551373
ALD9495,B1218,2-Axle DOP Tanker,Iveco,Sign,2021,41018.63457784166,Diesel,DRV9872,Ganesh Kumar,Indian,+966590603791,drv9872@aldrees.com,Vbqk-717714,Repair,Haditha Depot,True,2025-07-06,2025-10-03,159524,13.872386667419729,114,28475.52527017549,"{'length': 10.033523996941046, 'width': 2.546799674863019, 'height': 3.618743986054677}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.551598,2025-10-04T21:14:32.551598
ALD7669,C8439,2-Axle Fuel Tanker,Iveco,Poor,2020,47502.11339194044,LPG,DRV4237,Hamid Osmani,Pakistani,+966547673767,drv4237@aldrees.com,QjXN-546186,Maintenance,Jazan Depot,True,2026-03-29,2025-10-03,68045,9.964888060155367,107,25951.986193341367,"{'length': 12.952785901191282, 'width': 2.623534067095579, 'height': 3.8893396256201536}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.551824,2025-10-04T21:14:32.551825
ALD5729,A3757,Grains Dumper,MAN,Skill,2022,22198.130025537408,LPG,DRV2846,Farooq Sheikh,Indian,+966565837057,drv2846@aldrees.com,KEDE-339722,Maintenance,Jeddah Depot,True,2025-06-19,2025-10-03,91494,10.46720044757771,84,23195.672275193763,"{'length': 11.52138242757375, 'width': 2.6016947835837536, 'height': 3.1550164054650356}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.552096,2025-10-04T21:14:32.552097
ALD3776,E6295,3-Axle Base Oil Tanker,Volvo,Account,2021,35457.010903190305,CNG,DRV9498,Faisal Siddiqui,Pakistani,+966583997696,drv9498@aldrees.com,Vjgz-768820,Active,Jazan Depot,True,2025-02-17,2025-10-03,470704,8.215482468776482,90,47905.534348477944,"{'length': 17.958012768523577, 'width': 2.9117561011307957, 'height': 4.468222817931524}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.552387,2025-10-04T21:14:32.552389
ALD3759,A1701,Grains Dumper,Scania,Our,2018,48360.670456401,Gasoline,DRV1303,Suresh Magar,Pakistani,+966572378798,drv1303@aldrees.com,AGKL-951178,Inactive,Dammam Depot,True,2026-01-15,2025-10-03,226541,14.017472095692579,104,31395.19555383736,"{'length': 11.970623432941165, 'width': 2.6468553952445752, 'height': 4.080069237642116}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.552954,2025-10-04T21:14:32.552956
ALD9586,E1577,Flat Bed,Iveco,Cold,2019,46298.46550644918,Electric,DRV4041,Vikram Malhotra,Nepali,+966550265160,drv4041@aldrees.com,PEHU-655527,Active,Jeddah Depot,True,2026-03-25,2025-10-03,302192,9.217864559307062,120,22966.026029628847,"{'length': 17.287922710606814, 'width': 2.6437760267670223, 'height': 3.1753461852740408}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.553505,2025-10-04T21:14:32.553507
ALD6284,E5085,Petrochemical Tanker,Scania,Discover,2020,48597.5818231664,CNG,DRV3217,Sandeep Chopra,Pakistani,+966533379501,drv3217@aldrees.com,eHFd-087131,Retired,Riyadh Depot,True,2026-07-24,2025-10-03,302851,9.412460526410431,81,23798.967277717336,"{'length': 14.348848998794422, 'width': 2.9413352279201606, 'height': 3.955572239495215}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.553974,2025-10-04T21:14:32.553975
ALD4835,E6040,Cement Bulker,Scania,Stuff,2019,22683.162487384823,Diesel,DRV9467,Omar Warsi,Indian,+966516188543,drv9467@aldrees.com,vJtV-987242,Maintenance,Riyadh Depot,True,2026-01-25,2025-10-03,131300,8.926815183636911,105,28990.718276064435,"{'length': 16.550608985495813, 'width': 2.9839322341455277, 'height': 4.400652818077}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.554369,2025-10-04T21:14:32.554370
ALD2530,C7836,3-Axle Fuel Tanker,Scania,Have,2018,34748.7401942516,Diesel,DRV8059,Prakash Jain,Pakistani,+966561283653,drv8059@aldrees.com,kNpK-334696,Maintenance,Jazan Depot,True,2026-08-14,2025-10-03,476075,13.330907220287608,84,20736.57100434359,"{'length': 16.339216150741542, 'width': 2.9675064846883563, 'height': 3.240889992185228}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.554908,2025-10-04T21:14:32.554909
ALD5233,D7246,Heavy Material Dumper,Scania,Treatment,2020,47472.134575981596,CNG,DRV2547,Shahid Baloch,Pakistani,+966549387575,drv2547@aldrees.com,AxRr-963483,Inactive,Yanbu Depot,True,2025-11-15,2025-10-03,274058,8.914198525931967,103,47950.85468255042,"{'length': 16.422845022301725, 'width': 3.4930286547080427, 'height': 4.1286468597567865}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.555410,2025-10-04T21:14:32.555412
ALD7421,D3834,Heavy Material Dumper,Iveco,Shake,2021,36434.41312290452,Diesel,DRV8167,Ganesh Kumar,Pakistani,+966546309117,drv8167@aldrees.com,PIBa-474469,Inactive,Jazan Depot,True,2026-02-03,2025-10-03,394017,12.410630446254219,93,44846.71407035084,"{'length': 10.486601574081524, 'width': 3.1791917165520998, 'height': 4.033312507671424}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.555945,2025-10-04T21:14:32.555947
ALD8575,B7658,3-Axle Fuel Tanker,Volvo,Represent,2022,27428.188298822544,CNG,DRV8453,Ravi Jain,Pakistani,+966505037764,drv8453@aldrees.com,XPke-504443,Inactive,Riyadh Depot,True,2025-05-23,2025-10-03,101542,11.049558318079539,93,49799.861971084276,"{'length': 12.30326069107539, 'width': 3.367320500179545, 'height': 3.6160904643977503}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.556486,2025-10-04T21:14:32.556487
ALD6675,B8965,Heavy Fuel Oil / Bitumen Tanker,Mercedes,Figure,2023,22829.977560870677,Gasoline,DRV7955,Waseem Ali,Nepali,+966556985622,drv7955@aldrees.com,uvBa-529309,Repair,Riyadh Depot,False,2025-07-26,2025-10-03,486059,14.629623107196588,104,36482.3798952549,"{'length': 15.926321227575045, 'width': 2.797021428977514, 'height': 3.8733632525547788}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.556990,2025-10-04T21:14:32.556991
ALD1785,D8685,Cement Bulker,Scania,Hot,2019,49035.48552412108,Gasoline,DRV2967,Anil Pandey,Pakistani,+966557213444,drv2967@aldrees.com,nVYO-348309,Inactive,Jazan Depot,False,2026-01-18,2025-10-03,269972,14.95166620465999,102,33099.89298241517,"{'length': 10.545275157138398, 'width': 3.1822838096432013, 'height': 3.8748815892742483}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.557415,2025-10-04T21:14:32.557415
ALD4421,A6639,Heavy Material Dumper,Volvo,Agree,2020,45221.19083937333,Gasoline,DRV9714,Bikram Dahal,Indian,+966551502131,drv9714@aldrees.com,biaz-203873,Active,Riyadh Depot,False,2025-03-19,2025-10-03,449540,8.640662688604458,87,25815.982571896562,"{'length': 12.110688422457434, 'width': 2.758255940552686, 'height': 3.762061392245032}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.557708,2025-10-04T21:14:32.557709
ALD3081,C1565,2-Axle Fuel Tanker,Mercedes,Value,2020,34157.40987063442,Gasoline,DRV6035,Yasir Chaudhry,Indian,+966570317179,drv6035@aldrees.com,qPcw-597238,Repair,Jeddah Depot,True,2024-10-24,2025-10-03,298977,11.653658604524018,98,43740.42687540968,"{'length': 11.498816179622928, 'width': 2.9628752233408284, 'height': 3.952684766568397}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.557990,2025-10-04T21:14:32.557991
ALD9043,B9921,2-Axle Base Oil Carrier,Scania,Herself,2019,47404.099142387255,Diesel,DRV9726,Rohit Pandey,Pakistani,+966557076960,drv9726@aldrees.com,IcWl-045523,Active,Yanbu Depot,False,2026-04-08,2025-10-03,293157,9.467179718724648,87,46529.11171484295,"{'length': 12.12763483309229, 'width': 2.5111822715250884, 'height': 3.535040282095193}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.558315,2025-10-04T21:14:32.558316
ALD9506,E8828,Flat Bed,Mercedes,How,2023,39430.80539844558,Electric,DRV7100,Tahir Chishti,Indian,+966591582869,drv7100@aldrees.com,REqJ-499091,Retired,Haditha Depot,True,2025-08-08,2025-10-03,353044,13.840915057298886,98,24809.10150732234,"{'length': 11.810423505693302, 'width': 2.6160475013962357, 'height': 4.148469144734316}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.558706,2025-10-04T21:14:32.558706
ALD6951,B8572,3-Axle Base Oil Tanker,Scania,Everybody,2020,32228.949328270668,Gasoline,DRV5639,Waseem Osmani,Pakistani,+966522807476,drv5639@aldrees.com,JmZI-057201,Maintenance,Dammam Depot,True,2025-09-07,2025-10-03,385785,11.763812688338728,96,33302.44519606499,"{'length': 13.840440853487738, 'width': 3.0722432518269733, 'height': 3.1252569528041376}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.558955,2025-10-04T21:14:32.558956
ALD5486,A5560,Heavy Fuel Oil / Bitumen Tanker,Volvo,Stuff,2016,25285.86261626328,LPG,DRV7477,Hamid Pasha,Pakistani,+966571201222,drv7477@aldrees.com,OExg-331578,Retired,Haditha Depot,True,2024-11-22,2025-10-03,284593,9.175412382159571,117,23090.694125901144,"{'length': 15.045163059559668, 'width': 2.896321892005952, 'height': 3.658483690526099}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.559181,2025-10-04T21:14:32.559181
ALD6574,A5307,2-Axle Base Oil Carrier,Scania,Somebody,2016,32724.07855786126,Diesel,DRV8788,Hassan Ahmed,Pakistani,+966554911695,drv8788@aldrees.com,mKun-951585,Active,Jeddah Depot,False,2024-12-24,2025-10-03,105554,8.750643237802537,88,22145.022020113076,"{'length': 11.972203860513709, 'width': 3.4526436761072308, 'height': 3.818139043454282}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.559406,2025-10-04T21:14:32.559406
ALD1487,C6220,Heavy Material Dumper,Scania,Body,2022,40224.4999165029,Electric,DRV7636,Omkar Chopra,Indian,+966578493446,drv7636@aldrees.com,Swmf-797074,Repair,Riyadh Depot,False,2025-12-30,2025-10-03,446066,11.952939781013482,99,33292.73247694853,"{'length': 16.476304850958915, 'width': 3.3831852856886555, 'height': 3.060589178778846}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.559628,2025-10-04T21:14:32.559628
ALD2826,B8222,2-Axle DOP Tanker,Scania,Within,2017,41283.696605500336,CNG,DRV7148,Amin Afridi,Indian,+966540268267,drv7148@aldrees.com,Fzeu-794087,Active,Jeddah Depot,False,2025-01-28,2025-10-03,156798,11.823789572020921,104,21679.361442551166,"{'length': 11.182735560132311, 'width': 3.2219153305131787, 'height': 3.1329697462649757}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.559847,2025-10-04T21:14:32.559848
ALD6534,E9261,2-Axle Fuel Tanker,Scania,Someone,2016,41023.07054962021,Electric,DRV3476,Kashif Javed,Pakistani,+966553178908,drv3476@aldrees.com,pOlb-182706,Retired,Jeddah Depot,True,2026-01-30,2025-10-03,204885,9.07146867433715,81,28037.41852540755,"{'length': 15.202221847301143, 'width': 3.126237842250961, 'height': 3.8691990133081626}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.560069,2025-10-04T21:14:32.560070
ALD6611,E3089,Grains Dumper,Iveco,Tree,2017,35935.81792616719,Gasoline,DRV5636,Ibrahim Virk,Pakistani,+966520114649,drv5636@aldrees.com,xHnH-402945,Maintenance,Haditha Depot,True,2026-07-15,2025-10-03,351776,8.072987955946108,93,39976.656249444924,"{'length': 16.22891661661972, 'width': 3.0651516832757455, 'height': 3.469197143792791}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.560289,2025-10-04T21:14:32.560289
ALD1176,C5900,Heavy Material Dumper,Scania,Actually,2024,22410.788498834914,Electric,DRV7157,Ghulam Shah,Indian,+966513619575,drv7157@aldrees.com,HXZz-103133,Inactive,Haditha Depot,False,2026-04-09,2025-10-03,94157,8.654262066032429,118,27731.189650892848,"{'length': 17.947093505232093, 'width': 3.2930377584037007, 'height': 3.82490553443877}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.560511,2025-10-04T21:14:32.560512
ALD8921,A7301,3-Axle Base Oil Tanker,MAN,Dream,2021,36033.059654803896,Gasoline,DRV7153,Usman Tariq,Indian,+966577431905,drv7153@aldrees.com,udfK-821408,Retired,Jazan Depot,False,2025-07-20,2025-10-03,68970,13.055652865059962,89,41185.671775764175,"{'length': 15.09504530931087, 'width': 2.772773012087347, 'height': 3.254287340086325}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.560728,2025-10-04T21:14:32.560729
ALD7904,B2997,2-Axle DOP Tanker,Iveco,Various,2021,39691.94321681649,Gasoline,DRV9564,Harish Jain,Indian,+966518896121,drv9564@aldrees.com,noPo-271296,Active,Riyadh Depot,False,2025-08-24,2025-10-03,378362,13.634999883437928,97,32754.09886493984,"{'length': 16.896527641415584, 'width': 2.9181228919367146, 'height': 4.22159259065516}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.560950,2025-10-04T21:14:32.560950
ALD4131,A8811,2-Axle DOP Tanker,Volvo,Behavior,2022,33795.019505222284,CNG,DRV1171,Farooq Awan,Pakistani,+966585268110,drv1171@aldrees.com,PmUI-603112,Inactive,Riyadh Depot,True,2026-04-12,2025-10-03,295052,10.937672632900796,86,39071.59030986752,"{'length': 13.079091559561189, 'width': 2.7167012658756797, 'height': 3.9332147164463604}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.561165,2025-10-04T21:14:32.561166
ALD5310,A4053,2-Axle DOP Tanker,Volvo,Tv,2023,49862.571899906296,CNG,DRV2186,Das Karim,Pakistani,+966582116649,drv2186@aldrees.com,TDvG-831810,Inactive,Jeddah Depot,False,2026-04-23,2025-10-03,63612,14.916747239189725,86,34579.12241420888,"{'length': 15.822073160252488, 'width': 2.7417609967965375, 'height': 3.721354601450929}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.561381,2025-10-04T21:14:32.561382
ALD9911,C8438,Flat Bed,Iveco,Method,2021,41709.76759728101,LPG,DRV1147,Kamran Hashmi,Pakistani,+966587289600,drv1147@aldrees.com,bbnm-120521,Active,Dammam Depot,False,2025-06-14,2025-10-03,411956,12.49331185533221,94,21216.398717812728,"{'length': 13.63206007028015, 'width': 3.0469629626278794, 'height': 3.766838035158501}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.561597,2025-10-04T21:14:32.561598
ALD6474,E8245,2-Axle Fuel Tanker,MAN,Scene,2017,49054.292921989916,Diesel,DRV7161,Bashir Ali,Pakistani,+966558069438,drv7161@aldrees.com,dAoD-789870,Inactive,Riyadh Depot,False,2026-02-24,2025-10-03,134445,12.00853965013346,91,21412.06759135869,"{'length': 11.741167524103062, 'width': 3.1340104328143994, 'height': 3.8316037161937064}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.561813,2025-10-04T21:14:32.561814
ALD1947,A9661,Heavy Fuel Oil / Bitumen Tanker,MAN,Design,2016,44198.63958559629,CNG,DRV9296,Ehsan Hashmi,Pakistani,+966548024333,drv9296@aldrees.com,XXzW-609776,Active,Jazan Depot,False,2026-03-10,2025-10-03,390380,13.98473085799991,116,29304.22865238574,"{'length': 10.59660828466145, 'width': 2.5120705640400853, 'height': 4.300430277851609}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.562028,2025-10-04T21:14:32.562028
ALD2780,E2785,3-Axle Fuel Tanker,Iveco,Say,2024,41186.30464595655,Diesel,DRV8366,Bilal Chaudhry,Pakistani,+966515225230,drv8366@aldrees.com,pZWP-152159,Active,Dammam Depot,True,2026-03-02,2025-10-03,160332,14.866315274730741,114,20108.967240053364,"{'length': 11.181537232927898, 'width': 3.134726202403292, 'height': 3.898445724122781}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.562240,2025-10-04T21:14:32.562241
ALD3366,E3085,Petrochemical Tanker,Iveco,Particularly,2019,20491.145083164844,LPG,DRV6228,Tahir Rashidi,Pakistani,+966538946519,drv6228@aldrees.com,mJwK-574821,Retired,Jeddah Depot,True,2024-12-15,2025-10-03,83572,14.47359894480223,84,32451.378092763996,"{'length': 12.456529214057936, 'width': 3.019571829820282, 'height': 3.756925964502858}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.562457,2025-10-04T21:14:32.562457
ALD9978,E8432,Cement Bulker,Volvo,Including,2022,25570.994993190176,LPG,DRV3753,Shyam Pandey,Pakistani,+966517332400,drv3753@aldrees.com,wDtf-129896,Repair,Haditha Depot,True,2025-01-20,2025-10-03,100038,10.50847642928182,86,42328.45061664531,"{'length': 15.515886184179115, 'width': 3.2925128710740323, 'height': 3.3239547126925673}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.562672,2025-10-04T21:14:32.562672
ALD3179,E6848,2-Axle Base Oil Carrier,Iveco,Economic,2015,27623.377856735988,CNG,DRV4008,Bikram Karki,Pakistani,+966540304661,drv4008@aldrees.com,fUaV-923056,Retired,Riyadh Depot,False,2026-06-20,2025-10-03,442030,14.295613566024642,93,46089.52479272678,"{'length': 16.962963963056218, 'width': 3.0679134105033103, 'height': 3.847425861634866}","['ABS', 'Airbags', 'GPS Tracking', 'Emergency Brake', 'Fire Suppression']",2025-10-04T21:14:32.562893,2025-10-04T21:14:32.562893
